Nederlands;Tilburgs
 oma, grootmoeder ; oomaa
 omdat ; omdè, omdèt
 omdat ; omreeje (dè)
 ome Bart ; Bartôom
 omgaan of opschieten met ; akkederen
 omgeving, buurt ; contrèèje
 omheining, hekwerk, ; hèkkes
 omheining, hekwerk, schutting ; gelint
 omkopen, extra toestoppen, kado geven ; bestêeke (vt bestôoke)
 omlaag ; omblêeg, omlêeg
 omlaag ; omlêeg, omblêeg
 omspitten ; omspaoje
 omstandigheid ; omstaandeghèd, omstaandeghèt, omstaandeghèj, (mv omstaandegheeje)
 omstoten ; omstôote
 omver kletsen ; van de sòkke lulle
 onaangenaam treffen, iemand belazeren, iemand bedonderen, iemand beduvelen ; naaje
 onafgebroken, voortdurend, continu ; kon tenuu
 onbeholpen ; aachtkaanteg
 onbehoorlijk snel eten ; spaoje
 onbehouwen ; aachtkaanteg
 onbemiddelde die het heertje uithangt ; kaoljakker, kòljakker
 onbenullig ; klôoteg
 onbeschaafd type ; schobber
 onbescheiden ; onbeschaaje
 onbescheiden zijn tegen iemand, in verlegenheid brengen ; veraffronteere
 onbetaalde rekening ; onbetòlde reekening
 onbetrouwbaar type, slordig iemand ; plöddeke
 onbewaakt ; onbewòkt
 onder ; deronder
 onder handsbereik ; vattesgerêed
 onderhand, intussen ; onderhaand
 onderhand, intussen, eindelijk ; onderaand
 onderlichaam ; krèùs, kröös
 ondernemen (ww) ; òngaon
 ondernemend iemand ; enpreneur
 onderneming, aanpak ; òngaon
 onderspitten, inspitten ; inspaoje
 onderste gedeelte van een schoen ; onderwèèrek
 ondertussen ; tussenbaaje
 ondertussen, tussentijds ; impetèts
 onderuit ; onderööt, onderèùt
 ondervinden ; gewaorwòrre
 ondervinden ; ondervèène
 onderweg, op komst ; onderweege
 onderweg, op komst ; òrweege
 onderzoek ; onderzuuk
 ondeugd ; kattekoad uthoale
 ondeugd ; ondugd
 ondeugd, kwajongen ; gatgedag
 ondeugend kind ; vèèreke
 onenigheid, heibel, ruzie, twist ; pik èn pook
 ongaarne ; nôoj
 ongans, ongeluk ; rompeschompes
 ongans, ten einde toe, suf ; laplaazerus, laplaazeres
 ongedierte ; ongediert
 ongegeneerd veel vreten en zuipen. ; kèèle
 ongehuwd ; jong
 ongehuwd in verwachting ; òngebraand
 ongehuwde moeder ; hègwuw
 ongeïnspireerd werken ; ònklôoje
 ongeïnspireerd werken ; ònklôote
 ongeïnspireerd werken ; ònmèùkele
 ongekookt ; raaw
 ongelijk ; ongelèèk
 ongelooflijk (overdrachtelijk) ; hedde me jou daor!
 ongelovig ; ongelêûveg
 ongemak, onrust ; èèrger
 ongemakkelijke vrouw ; hêûtemetêût, hêût
 ongemakkelijke vrouw ; hêût, hêûtemetêût
 ongemanierdheid ; raaweghèd
 ongemengd ; klaor
 ongestadig, onbestendig ; ongestaojeg
 ongetrouwde vrouw (beetje op leeftijd reeds) ; aaw jong mèske, aaw jongedòchter
 ongeveer ; tenòstenbaaj
 ongevoelig ; ongevuuleg
 ongezond ; bescheete
 onhandig bezig zijn, aanrommelen ; mèùkele, möökele
 onhandig doen, lummelen, rommelen, knoeien, sukkelen, beetnemen ; klôote
 onhandig iemand ; miemöökel, miemèùkel
 onhandig persoon ; hannek
 onhandig persoon ; hakdòl
 onkruid-eg; onkrööt-êeg, èèzere êeg
 onlangs, kort geleden ; pasgeleeje, pas geleeje
 onnodig gebruiken, onnodig verbruiken ; onverdoens opmaoke
 onnodig, nutteloos, overbodig ; onverdoens
 onnozel ; onnêûzel
 onnozel mens ; gòlliepaop
 onnozele vrouw ; sintemedutska
 onnozele vrouw, doetje, doos ; dôos, (mv dôoze, vkw duske)
 onooglijk iets of iemand ; schabbernak
 onrecht ; onrèècht
 onrechtvaardigheid ; onrèèchvèèrdeghèd
 onrustig, ongeduldig ; ongeduureg
 ons oma ; zoma
 ons oma ; zoma / zopoe
 onsamenhangend praten ; fraozele
 ontbijtkoek ; peperkoek
 ontdoppen (erwten of bonen) ; peule, poole
 onthouden ; onthaawe
 ontmoeten ; zien
 ontriefd ; afgespanne
 ontslag ; òllef, òllem
 ontslag gekregen, ontslagen ; gedaon gehad (gedaon gekrêege)
 ontslag krijgen ; konjêe krèège
 ontstoken oog ; snert-oogh, siepooge
 ontstoken oogjes ; soepugskes
 ontstrengen ; bleeze
 ontwarren ; öt de frut doen, èùt de frut haole
 ontwarren, ophelderen ; èùt de frut doen
 ontwerper van weefpatronen ; dèsneteur
 onverwachts gestorven ; ur stiekum tussunuit knepe.
 onverzettelijk, niet te vermurwen ; vierkaanteg
 onverzorgd kapsel ; knoezelbos
 onvolwassene ; snòtpin, snòtneus
 onvoorzichtigheid, onbehoedzaamheid ; onverzichteghèt, onverzichteghèj, (mv onverzichtegheeje)
 onvruchtbare zandgrond ; klapzaand
 onwel ; kwèps
 onwel, ongans ; ongaans
 onwetend ; onkènneg
 onze hond ; onze'nond, onze-joekel
 onze Peter ; zepeer
 onze, mijn ; onze
 onze, mijn (voor vrouwelijke personen wordt de onzijdige vorm gebruikt) ; ons
 onzekerheid ; onzêekerte
 onzevader ; vadderons
 Onzin praten ; Sauwelen / Kwatsen
 onzin praten ; wenne kwatsert
 onzin uitslaan, sauwelen ; leutere
 onzin, kletspraat ; lulpraot
 onzin, kletspraat ; kwatspraot
 onzin, kletspraat ; kwats
 onzinnig bezig zijn ; meukelen
 oo ; ú
 oog ; ôog (vkw ugske, ogske, êûgske)
 oogje ; êûgske, ugske
 oogje ; ugske
 oogst (en) ; ost (e)
 oogstrontje ; padscheet
 oogzweertje ; padscheet
 ooi ; gèrem
 ooievaar (Ciconia ciconia) ; ollievaor
 ooievaar (Ciconia ciconia) ; ôojevaor, ôojver
 ooit (in het verre verleden) ; int jaor blòk
 ooit, eens, weleens ; ôot
 ook ; ok
 ook ; ôok (met nadruk kunde dè ôok), ok
 oom ; ôome
 Oom Louis ; Omelewie
 oordeel ; ordêel, ordil
 oorlog ; ològ
 oortje ; urke
 oorveeg ; flèèr
 oorvijg, opdonder ; vèèg
 oorzaak ; orzaok
 oost (en) ; ost (e)
 Oosterhout ; Osterhawt
 op andermans zak terend ; op schobberdebonk meejgaon
 op de derde plaats, ten derde ; dèrds
 op de heenweg ; ginsgòns
 op de heenweg ; geensgòns, giensgòns
 op de versiertour gaan ; sjanterenel
 op de vierde plaats, ten vierde ; vierds
 op één na beste kostuum ; onderpak
 op en neer ; hèrs èn geens
 op en neer ; van hòt nòr hèr
 op en neer lopen ; sjanzjeere (Fr:changer)
 op goed geluk ; op hooterdekooter
 op het einde, op het laatst ; tèène
 op het moment dat, terwijl ; meejdè
 op het nippertje ; kèmberkurtje
 op je hakken lopen ; hukkele
 Op pad gaan ; Te veld goan
 op route, onderweg ; op roet
 op staande voet ; staantepeej
 op stap ; op rak
 op stap gaan ; op sjanternèl gaon
 op stap gaan ; op rêep gòn
 op stap, uit vrijen ; op sjanternèl
 op stel en sprong ; aboepertaon
 op tafel opvouwen van een geweven stuk (textiel) ; optòffele
 op tijd ; tèds, intèds
 op tijd, intijds ; intèds, intèts
 op visite gaan ; buurte
 op zijn vroegst, allervroegst ; aldervruugst
 opbergen op zolder ; opschôore
 opbiechten ; ötpakke, èùtpakke
 opbinden ; opbèène
 opblazen ; optuutere
 opboeren ; bölleke
 opboeren, boeren ; opbölleke
 opbrengst ; buut
 opdonder ; oplawaaj, oplewaaj
 opdonder, klap, oorvijg ; pèèr (vkw pèrke, pirke)
 opdonder, klap ; opn euker
 opdonderen ; opsoodemietere
 open ; oope
 open hangende mond ; ope trul
 open mond ; trul
 open riool ; blaawslôot
 open riool ; blauwe sloot
 open riool ; blauwsloôt
 opgave, karwei, uitdaging, beproeving ; tèm (p) taosie
 opgedirkte vrouw ; paoskiep
 opgedronken hebben ; öthèbbe, èùthèbbe
 opgelaten ; genillest
 Opgelicht ; Geflest
 opgeschoten ; vèr op scheut zèn
 opgesodemieterd; naaj-t-um Pius
 opgetutte vrouw ; hoske
 opgewarmd eten ; prutje
 ophelderen ; öt de frut doen, èùt de frut haole
 ophitsen ; opkieste
 ophitsen, aanhitsen ; opkieze
 ophoepelen ; sjoere
 ophopen ; ophôope
 ophouden ; èùtschaaje
 ophouden, stoppen ; afschaaje
 ophouden, stoppen, uitscheiden ; ötschaaje, èùtschaaje
 opjutten ; voejere
 opjutten, gek - maken; opjööne (tt opjönt, vt opjönde)
 opjutten, aansporen, boosmaken ; opnaaje
 opknappen na een ziekte, er bovenop komen (Fr: recouvrir) ; verkoevereere
 opknappen, beter worden ; ophippere
 opknappen, herstellen van ziekte ; behippere
 opladen ; oplaoje
 oplaten ; oplaote
 opletten, oppassen ; oppaase
 oplichter ; zakschèèter
 oplopen ; opdoen
 opmaken ; schmoekke
 opnieuw ; oovernuut, oovernuu
 opnieuw ; oppernuuw, oppernuut
 opnieuw ; oppernuut
 opnieuw ; oppenuut
 opnieuw ; opnuu, opnuuw
 oppassen ; ötkèèke, èùtkèèke
 oppassend zijn ; löstere
 opperman ; uuperman
 oppervlaktemaat (+- 1 / 6 hectare); lupse
 oprapen ; opraope (tt opròpt)
 opruimen ; oprööme, oprèùme
 opschepper ; koaljakker
 opschieten ; spoeien
 opschieten ; mènsie maoken
 opschieten ; affeseren
 opschieten ; mee gang
 opschieten, voortmaken, zich haasten ; affesêere
 opsmeren ; opsmèère
 opspelen, uitvallen, uitvaren ; opspeule
 opstaande gesteven boord ; valdôodpuntjes
 opstandig, stug, koppig ; steeg
 opstapelen ; optaase
 opstappen ; plêtte gaon
 opstoken ; opjèùne
 opstoken ; opkieste
 opstoken ; opnaaje
 opstoken, aanzetten tot ; oplîêre
 opstoken, aanzetten tot ; bokstaopele
 opstuiven, opvliegen ; opstööve, opstèùve
 optassen ; optaase
 optater, klap, slag, opdonder ; flèèr
 optocht ; neege
 optocht ; opstoet
 opvallende maar domme vrouw ; poelepetaot (Fr: poule pintade)
 opvatting, gedachte ; gedaacht
 opvouwen ; òpplooje
 opwinden ; opwèène
 opzettelijk, expres ; èsprès
 opzienbarend, casueel ; kasjeweel
 opzuipen, opdrinken ; opzööpe, opzèùpe
 ordeloze groep ; strêûp
 ordinair ; locht
 ordinair persoon ; sjappie
 ordinaire types ; locht vòlk
 oren ; oore
 oren ringen ; ringelôoren
 orgel ; örgel
 orgel ; örregel
 osje ; òske
 ossendrijver ; òssestaawer
 oud ; aaw, (aawer, aawst)
 oud ; aaw
 oud garen van garenpijpen stropen om deze opnieuw te kunnen gebruiken (textiel) ; pèèpe afsnulle
 oud ijzer ; aaw èèzer
 oud mannetje ; aauw bòske
 oud mens ; sjasseej
 oud paard ; aawe knol
 oude ; aawe
 oude kaas ; aawe kèès
 oude man ; aawe knêûp
 oude vrijster ; aaw poelie
 oude vrouw ; aauw meens
 oude vrouw ; aaw hörk
 oude vrouwtjes ; aaw wèfkes
 ouderdom ; aawerdom
 ouderdomsgebreken voelen of vertonen ; kraoke (begiene te kraoke)
 ouders ; aawers
 ouderwets ; bôêretèèj
 ouderwets ; aawverwèts
 ouderwets ; aawerwèts
 oudst ; aawst
 oven ; oove
 overal ; ooveral
 overbodige spullen, prullerij ; onverdoense dinger
 overdadig ; onverdoens
 overdreven ; schaojlek
 overdreven netjes gekleed ; piejankoow
 overeenkomen ; akkedere
 overeind ; ooverènd
 overgebleven prakje ; braoike
 overgeven ; spauwe
 overgeven ; spauwe
 overgeven ; kitse / spauwe
 overhalen, aanpraten ; lèème, (tt lèmt, vt lèmde)
 overhemd ; sporthemd
 overhemd ; bazzeroen
 overhemd ; bazeroen
 overhemd met losse boord ; èngelshèm
 overhevelen, knuffelen, voortdurend in de hand nemen ; haffele
 overkant ; ooverkaant
 overmorgen ; oovermèèrege
 overnieuw ; oovernuu
 overrijp (fruit) ; bökzuut
 overslaan ; hòrènkele
 overspannen ; oovermisterd
 overtallig, te veelhebben, over hebben ; ooverènsie
 overtollig, overcompleet, te veel ; ooverènsie
 overvloedig ; onnut
 overvol ; hupsvol
 paadje ; pòjke
 paadje ; pèdje, pètje
 paadje, landweggetje, padje ; paojke, pètje, pèdje
 paadje, padje, landweggetje ; padje, patje, pètje, pèdje
 paal ; paol (vkw pòltje)
 paal (om vee aan vast te maken) ; tuier
 paaldansen ; paoldaanse
 paaltje ; pòltje
 paan, lidgras, kweek (Triticum repens) ; paone, èèzergras
 paar ; paor, (vkw pòrke)
 paard ; pèèrd, pèrd (vkw pèrdje)
 paard ; pert
 paard ; pèrd, pèèrd, (vkw pèrdje)
 paard ; pérd
 paard dat niet vooruit wil ; un steeg pert
 paard en wagen ; pèrd èn kèèr
 paardebloem, pisbloem, (Taraxacum) ; pisblom
 paardemest ; pèrsmis
 paardenbloem ; gaanzetong
 paardenpis / slecht bier ; pèèrdezèèk
 paardenpoep, paardenstront ; pèrsstrònt
 paardentuig ; pèrdegetèùg
 paardenvijg ; pèrdsmòp
 Paardenvlees ; Hotju
 paardenvlieg, blindaas, daasvlieg, regendaas ; blèndaos
 paardenweek, de week voor de kermis i.v.m. de komende extra kosten ; pèrsweek
 paardevijg ; pèrsmòp
 paardrijden ; pèrdrije
 paars ; pèèrs
 paarsachtig ; pèrseg, pèèrseg
 paarsachtig ; pèèrseg, pèrseg
 paarser ; pèrseger
 paarskleurig ; pèèrsèèchteg
 paartje, koppeltje ; pòrke
 paasbloem, bloemen die rond Pasen bloeien, o.a. narcis, sleutelbloem, madeliefje ; paosblòm
 paasdagen ; paosdaoge
 paasei ; paosaaj
 paasnieuw (nieuwe kleren met Pasen) ; paosnuut (in-t paosnuut)
 paaszaterdag ; paoszaoterdag
 pad ; pat, (mv paoj, vkw pètje, paojke)
 paden ; paoj
 pak shag ; buil sjek
 pak slaag ; raopkoek
 pak slaag krijgen ; slaog beure
 pakje shag ; bèùl sjèk
 pakje shag ; nen buil shag
 pakken ; vatten
 paling ; pòlling
 palmtakje ; palmtèkske
 pand ; paand
 pandjesjas, slipjas ; billetikker, köötetikker
 pandjesjas, slipjas ; köötetikker, billetikker
 panharing ; jaop
 Paniekerig ; abetwaar
 pannenkoek ; broeder
 pannenkoekenbeslag ; timper
 pannenlap ; kweezel
 pannetje ; pènneke
 pantoffel ; petoffel
 pap voor jonge poesjes ; poetjespap
 papier ; pampîêr
 papier ; pepîêr, pampîêr (vkw pepierke, pampierke)
 papieren zak ; bèùl
 papiertje ; pampierke, pepierke
 parallelweg ; prèlwèg
 paraplu ; pèèrepluu, pèrrepluu, unne pluu
 paraplu ; pèrrepluu, pèèrepluu, unne pluu
 paraplu, regenscherm ; rèègeschèèrem, unne plûu, pèèreplûu, pèrreplûu
 parapluutje ; pèèrepluuke
 parasol ; pèèresol, pèrresol
 parasol ; pèrresol, pèèresol
 parelhoen ; poelepetaot (Fr: poule pintade)
 paren ; de jensvaart bedissen
 parmantig, deftig ; frêet
 parochie ; pròchie
 partje, aandeeltje ; gezòtje
 pas, bankpas ; paas, baankpaas
 Pasen ; Paose
 Pasen ; de Paose
 pasklaar ; paas
 passen, stoppen, ophouden ; paase
 passen, schikken ; vuuge
 passend ; paas
 pastoor ; pestoor (vkw pestorke)
 pastoor ; unne zieltjeszuuker
 pastoorsmeid, huishoudster v.d. pastoor ; pestoorsmèèd, pestorsmèèd
 patat frites ; friet, frit, frites, patat
 patatkraam ; frietkraom, frietkot, friettent, frietzaok
 pater ; paoter
 pater capucijn ; ne kappesien
 pater kapucijn ; kappesien
 paternoster, rozenkrans ; pòtte (r) nòster
 patiënt ; pesjènt
 patrijs (Perdix perdix) ; petrèès (vkw petrèske)
 patroon ; petrôon (vkw petrontje)
 pauk ; pawk (mv paawke)
 paus ; paws (mv paawse)
 pauw (Pavo) ; paaw (vkw paaweke)
 paviotje, krullapje, haarkruller ; pavveljòt
 pech, ongelukje (Fr: malheur) ; meleur (e), malleur (e)
 peer (fruit) ; pèèr (vkw pèrke, pirke)
 peertje ; pèrke, pirke
 peertje ; pirke
 peesje, stukje pees, lampe- of kaarsepit; piske
 peettante ; peettaante
 peil ; pèèl
 pellen, werken ; jòppe
 peluw ; pulling
 pensioen ; pesjoen
 pension ; pesjon
 pepermunt ; pimpermunt, pipperemunt, pimperemunt
 pepermunt ; pipperemunt, pimperemunt
 per ongeluk ; prongeluk
 per slot van rekening ; ommers
 per slot van rekening ; op slòt van zaoke
 peren (fruit) ; pèère
 periodes, maandstonden ; reegels
 persoonlijk ; personlek, persôonlek
 perzik ; pèrzek
 perziken ; pèrzekes
 pet, hoofddeksel bij mannen ; klàk
 Peter ; Peerke
 peter (peter en meter bij doop) ; peet
 petroleum ; bronollie
 peultje ; pultje
 peultjes ; sèùkerèrtjes, söökerèrtjes
 peuteren ; meutele
 piemeltje, fluitje ; flötje
 pier, regenworm ; pierwörrem
 pijl ; pèèl
 pijn, moeite ; pènt
 pijp ; pèèp (vkw pèpke)
 pijp ; pèèp
 pijpen, met de mond seksueel bevredigen, franse massage, orale seks, fellatio ; pèèpe
 pijpje ; pèpke
 pikdonker ; pikkedonker
 pikzwart ; kriekzwart
 pilaar, zuil ; pielèèr
 pilaster, pilaar, zuil ; plaster, pielèèr
 pimpelmees (Parus caeruleus) ; blaawköpke
 pimpelmees (Parus caeruleus) ; òsseköpke
 pincet ; plèùsèèzer
 pincet om pluisjes uit de stof te halen ; plöösèèzer
 pinda ; ôlienûtje
 pinda, olienootje ; ollienutje
 pioenroos (Paconia officinalis) ; knillesrôos, kernillesrôos
 pissebed (Porcellio Scaber) ; kèldervèèreke
 pissen ; leutere
 pist ; piest
 pit van een (steen) vrucht ; kròkstêen
 Piusplein ; et Vèn
 plaaggeest, sar, kwelduivel ; plaogstòk, plaoggist
 plaaggeest, sar, kwelduivel ; plaoggist, plaogstòk
 plaat ; plaot (vkw plòtje)
 plaatje ; plòtje
 plaats ; plòts, (vkw plòtske)
 plaats, plek, vlek ; plak, (vkw plèkske)
 plaats, plek ; plèk
 plaatsen ; plòtse
 plaatsvervanger (Fr: remplacant) ; rapplezaant, raplesaant
 plagen ; plaoge
 plakband, tape, cellotape ; plèkbaand
 plakje ; schèlleke
 plakje ; schèfke
 plakje kaas of ham ; schèlleke kèès òf hèsp
 plakken / lijmen ; plèkke
 plakmiddel ; plèksel
 plakmiddel, lijm, gom ; plèk
 plakvingers ; plèkfikkes
 plank ; plaank, (mv plaank (e), vkw plènkske)
 plankje ; plènkske
 plankje ; plèngske
 plannetje ; plènneke
 plant ; plaant (mv plaant (e) vkw plèntje)
 planten (ww) ; plaante
 plantje ; plèntje
 plas ; plaas, (mv plaas (e), vkw plèske, plaaske)
 plasje ; plèske
 plassen ; pisse, zèèke, mun èèrepel afgiete, afwaotere,
 plassen, wateren ; leutere
 plastic zak ; plestieke bèùl
 plat baretachtig hoofddeksel ; pots
 plat mutsje ; klòtje, kàlotje
 plat vlechtwerk van tenen ; hòrt
 plattebuiskachel ; plattebèùs
 plavuis, straattegel ; plevöös, plevèùs
 plavuizen ; plevèùze
 plechtig beloven, erewoord geven, (met gekruiste vingers en vaak door kinderen gedaan) ;
kröskestèèrve, kröske stèèreve;
 plegen ; plêege, (vt plaagt)
 plein ; plèèn (vkw plèntje)
 pleintje ; plèntje
 pleister ; plòster
 plekje, vlekje ; plèkske
 pleuris, pleuritus ; fleures
 ploeteren, zwoegen ; làbêûre
 plooi aan onderkant broekspijp ; plint
 plotseling ; aboepertaant
 pluim ; plööm, (vkw plömke)
 pluim ; flòs
 pluis ; plöös (mv plööze, vkw plöske)
 pluisje ; plöske
 pluizen ; plööze
 pluizen ; plèùze
 plusfour ; dròllevanger
 plusfour ; pòlderbroek, dròllevanger
 po ; pispòt
 pochette ; lèfduukske
 poeder ; poejer
 poep ; scheit
 poep ; schèèt
 poepen ; efkes de dérmkes spúúlen
 poepen ; schèète
 poepen ; bouten
 poepen ; broaije
 poepen ; Schete
 poepen ; unne bruine splinter uit oewe rug hoale
 poesje, koosnaampje voor vrouw ; poetje
 poetsen, reinigen, schoonmaken ; kèùse
 pogen ; perbeere
 pogingen, probeersels ; perbeersels
 politie ; de wouten
 politie ; pliesie
 politie ; wouteeee
 Politie ; Wouten
 politie agent ; vethol
 politie agent ; wout
 politie bureau ; wouten kiet
 politie, politieagent; pliesie
 politieagent ; flik
 politieagent ; pliesiegènt
 politieagent ; vethol
 politiek ; pòlletiek
 politieman ; wout
 politieman (scheldnaam) ; jûut
 politieman (scheldnaam) ; vèthòl
 politieman / vrouw ; wout
 pomerans (v. e. biljartkeu) ; pommeraans
 pontificaal, op zijn paasbest, heel uitgebreid ; pontefiekaol
 pook, stookijzer ; raokel
 poortje ; portje
 poosje, ogenblikje ; hòrtje
 poosje, (on) bepaalde tijdsduur, even (tjes) ; wèèl. wèltje
 poot ; pôot (vkw potje)
 pootaardappelen ; zètèèrepel
 pootje ; potje
 pootjebaden ; dòkkele
 pootjebaden, met of in water spelen ; poelieje
 pootjebaden, waden ; dòkkele
 popje ; pupke
 poppenkleertjes ; poppeklirkes
 populier, (Populus) ; flierbôom
 portaal ; pertaol
 portefeuille ; pòrtefuulie
 portemonnee ; tès
 portemonnee, beurs ; knip
 portret ; pertrèt, petrèt
 portret ; petrèt, pertrèt
 postbode ; pòsboj, faktèùr, (mv pòsbooje, faktèùrs)
 postbode ; faktèùr, postbooje
 potje ; pötje
 potkachel ; platteböös, plattebèùs
 potkacheltje ; duuveltje
 potloden ; potlooie
 potloden ; pòtlôojer
 potverdikkeme ; gaddoome
 potverdikkeme ; gatvergiele
 Potverdorie ; Potvergimmegallege
 potverdorie ; pòtverdrie
 potverdorie ; pòtverdeeseme
 potverdorie ; godnondeju
 potverdorie ; jandoome
 potverdorie, bastaardvloek ; pòtverdimme
 praat ; praot, (vkw pròtje)
 praatgrage mond ; bèbbel
 praatjes, roddels ; pròtjes
 praatjesmaker ; veulpròts
 praats ; pròts
 praatzieke vrouw ; klètsmadam
 prakje, stukje braadvlees, gebraden vlees ; braojke
 prakken ; britse
 prakken (van aardappels) ; britsen
 praten ; kappetunnie
 praten ; praote, (tt pròt, vt pròtte)
 pré, voordeel, zakgeld ; preej
 precies ; sjuust
 precies hetzelfde, net eender ; haorinder
 precies wat ik had verwacht ; krek wek docht
 precies, juist, correct, zojuist, daarnet ; krèk
 preekstoel, kansel ; prikstoel
 prei ; praaj
 prepareren ; pripperêere
 presentatie ; prizzentaosie, prissentaosie
 presenteren, aanbieden, geven (Fr: présenter) ; prissentêere
 presteren ; klaorbraoje
 presteren, (goed) werk leveren, geven (Fr: présenter) ; presontêere
 pretentie ; pertènsie
 prijken ; prèèke, (tt prèkt, vt prèkte)
 prijs, geluk ; prèès, (mv prèèze, vkw prèske)
 prijsje ; prèske
 prijzen ; prèèze
 prijzen, loven (ww) ; prèèze, (tt prèès, vt prêes)
 prikkeldraad ; pindraod, pindraot
 prikkeldraad ; pinnekesdraod, pinnekesdraot
 priktol ; pindòl
 proberen ; perbeere
 problemen, pech, ongelukje (Fr:malheur) ; malleur (e), meleur (e)
 proces, procesverbaal ; persès
 processie ; persèssie
 proefje ; prûufke
 proeven ; pruuve
 profeet ; prefêet
 profetie, voorspelling ; prefèssie
 profijt, voordeel ; prefèèt
 profiteren, gebruikmaken ; pròffetêere
 pronkkamer, salon ; goejkaomer
 propje ; pröpke
 proppenschieter, klapbus ; klabots
 pruik ; pröök (vkw prökske)
 pruikenmaker ; pröökemaoker
 pruikje ; prökske
 pruim, ook tabakspruim ; prööm (vkw prömke)
